date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:39	27242/27242	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:39%20GMT	https://github.com/openai/gym/network	d:/Meus%20Sites/Jekyll-br/github.com/openai/gym/network.html	(from https://github.com/explore)
22:29:40	85239/85239	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:40%20GMT	https://github.com/aikorea/awesome-rl	d:/Meus%20Sites/Jekyll-br/github.com/aikorea/awesome-rl.html	(from https://github.com/explore)
22:29:41	97902/97902	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:41%20GMT	https://github.com/aikorea/awesome-rl/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/aikorea/awesome-rl/stargazers.html	(from https://github.com/explore)
22:29:42	29168/29168	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:42%20GMT	https://github.com/aikorea/awesome-rl/network	d:/Meus%20Sites/Jekyll-br/github.com/aikorea/awesome-rl/network.html	(from https://github.com/explore)
22:29:43	46829/46829	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:43%20GMT	https://github.com/umutisik/Eigentechno	d:/Meus%20Sites/Jekyll-br/github.com/umutisik/Eigentechno.html	(from https://github.com/explore)
22:29:44	98432/98432	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:44%20GMT	https://github.com/umutisik/Eigentechno/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/umutisik/Eigentechno/stargazers.html	(from https://github.com/explore)
22:29:45	28691/28691	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:45%20GMT	https://github.com/umutisik/Eigentechno/network	d:/Meus%20Sites/Jekyll-br/github.com/umutisik/Eigentechno/network.html	(from https://github.com/explore)
22:29:46	89657/89657	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:46%20GMT	https://github.com/jpmckinney/tf-idf-similarity	d:/Meus%20Sites/Jekyll-br/github.com/jpmckinney/tf-idf-similarity.html	(from https://github.com/explore)
22:29:47	100399/100399	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:47%20GMT	https://github.com/jpmckinney/tf-idf-similarity/stargazers	d:/Meus%20Sites/Jekyll-br/github.com/jpmckinney/tf-idf-similarity/stargazers.html	(from https://github.com/explore)
22:29:48	28998/28998	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20May%202018%2001:29:47%20GMT	https://github.com/jpmckinney/tf-idf-similarity/network	d:/Meus%20Sites/Jekyll-br/github.com/jpmckinney/tf-idf-similarity/network.html	(from https://github.com/explore)
